B05010_001E,NAME,block group,county,state,tract
,"Block Group 3, Census Tract 5233, Wayne County, Michigan",3,163,26,523300
,"Block Group 1, Census Tract 5234, Wayne County, Michigan",1,163,26,523400
,"Block Group 2, Census Tract 5234, Wayne County, Michigan",2,163,26,523400
,"Block Group 1, Census Tract 5238, Wayne County, Michigan",1,163,26,523800
,"Block Group 2, Census Tract 5238, Wayne County, Michigan",2,163,26,523800
,"Block Group 3, Census Tract 5238, Wayne County, Michigan",3,163,26,523800
,"Block Group 4, Census Tract 5238, Wayne County, Michigan",4,163,26,523800
,"Block Group 1, Census Tract 5240, Wayne County, Michigan",1,163,26,524000
,"Block Group 2, Census Tract 5240, Wayne County, Michigan",2,163,26,524000
,"Block Group 3, Census Tract 5240, Wayne County, Michigan",3,163,26,524000
,"Block Group 1, Census Tract 5241, Wayne County, Michigan",1,163,26,524100
,"Block Group 2, Census Tract 5241, Wayne County, Michigan",2,163,26,524100
,"Block Group 3, Census Tract 5241, Wayne County, Michigan",3,163,26,524100
,"Block Group 4, Census Tract 5241, Wayne County, Michigan",4,163,26,524100
,"Block Group 1, Census Tract 5242, Wayne County, Michigan",1,163,26,524200
,"Block Group 2, Census Tract 5242, Wayne County, Michigan",2,163,26,524200
,"Block Group 3, Census Tract 5242, Wayne County, Michigan",3,163,26,524200
,"Block Group 4, Census Tract 5242, Wayne County, Michigan",4,163,26,524200
,"Block Group 5, Census Tract 5242, Wayne County, Michigan",5,163,26,524200
,"Block Group 6, Census Tract 5242, Wayne County, Michigan",6,163,26,524200
,"Block Group 1, Census Tract 5243, Wayne County, Michigan",1,163,26,524300
,"Block Group 2, Census Tract 5243, Wayne County, Michigan",2,163,26,524300
,"Block Group 3, Census Tract 5243, Wayne County, Michigan",3,163,26,524300
,"Block Group 1, Census Tract 5245, Wayne County, Michigan",1,163,26,524500
,"Block Group 2, Census Tract 5245, Wayne County, Michigan",2,163,26,524500
,"Block Group 1, Census Tract 5247, Wayne County, Michigan",1,163,26,524700
,"Block Group 2, Census Tract 5247, Wayne County, Michigan",2,163,26,524700
,"Block Group 3, Census Tract 5247, Wayne County, Michigan",3,163,26,524700
,"Block Group 4, Census Tract 5247, Wayne County, Michigan",4,163,26,524700
,"Block Group 5, Census Tract 5247, Wayne County, Michigan",5,163,26,524700
,"Block Group 6, Census Tract 5247, Wayne County, Michigan",6,163,26,524700
,"Block Group 1, Census Tract 5248, Wayne County, Michigan",1,163,26,524800
,"Block Group 2, Census Tract 5248, Wayne County, Michigan",2,163,26,524800
,"Block Group 3, Census Tract 5248, Wayne County, Michigan",3,163,26,524800
,"Block Group 4, Census Tract 5248, Wayne County, Michigan",4,163,26,524800
,"Block Group 5, Census Tract 5248, Wayne County, Michigan",5,163,26,524800
,"Block Group 1, Census Tract 5249, Wayne County, Michigan",1,163,26,524900
,"Block Group 2, Census Tract 5249, Wayne County, Michigan",2,163,26,524900
,"Block Group 1, Census Tract 5250, Wayne County, Michigan",1,163,26,525000
,"Block Group 2, Census Tract 5250, Wayne County, Michigan",2,163,26,525000
,"Block Group 3, Census Tract 5250, Wayne County, Michigan",3,163,26,525000
,"Block Group 1, Census Tract 5254, Wayne County, Michigan",1,163,26,525400
,"Block Group 2, Census Tract 5254, Wayne County, Michigan",2,163,26,525400
,"Block Group 3, Census Tract 5254, Wayne County, Michigan",3,163,26,525400
,"Block Group 1, Census Tract 5255, Wayne County, Michigan",1,163,26,525500
,"Block Group 2, Census Tract 5255, Wayne County, Michigan",2,163,26,525500
,"Block Group 1, Census Tract 5256, Wayne County, Michigan",1,163,26,525600
,"Block Group 2, Census Tract 5256, Wayne County, Michigan",2,163,26,525600
,"Block Group 1, Census Tract 5257, Wayne County, Michigan",1,163,26,525700
,"Block Group 2, Census Tract 5257, Wayne County, Michigan",2,163,26,525700
,"Block Group 3, Census Tract 5257, Wayne County, Michigan",3,163,26,525700
,"Block Group 4, Census Tract 5257, Wayne County, Michigan",4,163,26,525700
,"Block Group 1, Census Tract 5258, Wayne County, Michigan",1,163,26,525800
,"Block Group 2, Census Tract 5258, Wayne County, Michigan",2,163,26,525800
,"Block Group 1, Census Tract 5260, Wayne County, Michigan",1,163,26,526000
,"Block Group 2, Census Tract 5260, Wayne County, Michigan",2,163,26,526000
,"Block Group 1, Census Tract 5261, Wayne County, Michigan",1,163,26,526100
,"Block Group 2, Census Tract 5261, Wayne County, Michigan",2,163,26,526100
,"Block Group 1, Census Tract 5262, Wayne County, Michigan",1,163,26,526200
,"Block Group 2, Census Tract 5262, Wayne County, Michigan",2,163,26,526200
,"Block Group 3, Census Tract 5262, Wayne County, Michigan",3,163,26,526200
,"Block Group 1, Census Tract 5263, Wayne County, Michigan",1,163,26,526300
,"Block Group 2, Census Tract 5263, Wayne County, Michigan",2,163,26,526300
,"Block Group 3, Census Tract 5263, Wayne County, Michigan",3,163,26,526300
,"Block Group 1, Census Tract 5264, Wayne County, Michigan",1,163,26,526400
,"Block Group 2, Census Tract 5264, Wayne County, Michigan",2,163,26,526400
,"Block Group 1, Census Tract 5265, Wayne County, Michigan",1,163,26,526500
,"Block Group 2, Census Tract 5265, Wayne County, Michigan",2,163,26,526500
,"Block Group 3, Census Tract 5265, Wayne County, Michigan",3,163,26,526500
,"Block Group 1, Census Tract 5272, Wayne County, Michigan",1,163,26,527200
,"Block Group 2, Census Tract 5272, Wayne County, Michigan",2,163,26,527200
,"Block Group 1, Census Tract 5273, Wayne County, Michigan",1,163,26,527300
,"Block Group 2, Census Tract 5273, Wayne County, Michigan",2,163,26,527300
,"Block Group 1, Census Tract 5301, Wayne County, Michigan",1,163,26,530100
,"Block Group 2, Census Tract 5301, Wayne County, Michigan",2,163,26,530100
,"Block Group 3, Census Tract 5301, Wayne County, Michigan",3,163,26,530100
,"Block Group 4, Census Tract 5301, Wayne County, Michigan",4,163,26,530100
,"Block Group 1, Census Tract 5302, Wayne County, Michigan",1,163,26,530200
,"Block Group 2, Census Tract 5302, Wayne County, Michigan",2,163,26,530200
,"Block Group 3, Census Tract 5302, Wayne County, Michigan",3,163,26,530200
,"Block Group 4, Census Tract 5302, Wayne County, Michigan",4,163,26,530200
,"Block Group 5, Census Tract 5302, Wayne County, Michigan",5,163,26,530200
,"Block Group 1, Census Tract 5303, Wayne County, Michigan",1,163,26,530300
,"Block Group 2, Census Tract 5303, Wayne County, Michigan",2,163,26,530300
,"Block Group 3, Census Tract 5303, Wayne County, Michigan",3,163,26,530300
,"Block Group 1, Census Tract 5304, Wayne County, Michigan",1,163,26,530400
,"Block Group 2, Census Tract 5304, Wayne County, Michigan",2,163,26,530400
,"Block Group 1, Census Tract 5305, Wayne County, Michigan",1,163,26,530500
,"Block Group 2, Census Tract 5305, Wayne County, Michigan",2,163,26,530500
,"Block Group 3, Census Tract 5305, Wayne County, Michigan",3,163,26,530500
,"Block Group 1, Census Tract 5308, Wayne County, Michigan",1,163,26,530800
,"Block Group 2, Census Tract 5308, Wayne County, Michigan",2,163,26,530800
,"Block Group 3, Census Tract 5308, Wayne County, Michigan",3,163,26,530800
,"Block Group 4, Census Tract 5308, Wayne County, Michigan",4,163,26,530800
,"Block Group 1, Census Tract 5309, Wayne County, Michigan",1,163,26,530900
,"Block Group 2, Census Tract 5309, Wayne County, Michigan",2,163,26,530900
,"Block Group 3, Census Tract 5309, Wayne County, Michigan",3,163,26,530900
,"Block Group 1, Census Tract 5311, Wayne County, Michigan",1,163,26,531100
,"Block Group 2, Census Tract 5311, Wayne County, Michigan",2,163,26,531100
,"Block Group 1, Census Tract 5312, Wayne County, Michigan",1,163,26,531200
,"Block Group 2, Census Tract 5312, Wayne County, Michigan",2,163,26,531200
,"Block Group 3, Census Tract 5312, Wayne County, Michigan",3,163,26,531200
,"Block Group 1, Census Tract 5313, Wayne County, Michigan",1,163,26,531300
,"Block Group 2, Census Tract 5313, Wayne County, Michigan",2,163,26,531300
,"Block Group 1, Census Tract 5314, Wayne County, Michigan",1,163,26,531400
,"Block Group 2, Census Tract 5314, Wayne County, Michigan",2,163,26,531400
,"Block Group 1, Census Tract 5315, Wayne County, Michigan",1,163,26,531500
,"Block Group 2, Census Tract 5315, Wayne County, Michigan",2,163,26,531500
,"Block Group 3, Census Tract 5315, Wayne County, Michigan",3,163,26,531500
,"Block Group 4, Census Tract 5315, Wayne County, Michigan",4,163,26,531500
,"Block Group 1, Census Tract 5316, Wayne County, Michigan",1,163,26,531600
,"Block Group 2, Census Tract 5316, Wayne County, Michigan",2,163,26,531600
,"Block Group 1, Census Tract 5317, Wayne County, Michigan",1,163,26,531700
,"Block Group 2, Census Tract 5317, Wayne County, Michigan",2,163,26,531700
,"Block Group 1, Census Tract 5318, Wayne County, Michigan",1,163,26,531800
,"Block Group 2, Census Tract 5318, Wayne County, Michigan",2,163,26,531800
,"Block Group 3, Census Tract 5318, Wayne County, Michigan",3,163,26,531800
,"Block Group 1, Census Tract 5319, Wayne County, Michigan",1,163,26,531900
,"Block Group 2, Census Tract 5319, Wayne County, Michigan",2,163,26,531900
,"Block Group 1, Census Tract 5322, Wayne County, Michigan",1,163,26,532200
,"Block Group 2, Census Tract 5322, Wayne County, Michigan",2,163,26,532200
,"Block Group 1, Census Tract 5323, Wayne County, Michigan",1,163,26,532300
,"Block Group 1, Census Tract 5324, Wayne County, Michigan",1,163,26,532400
,"Block Group 2, Census Tract 5324, Wayne County, Michigan",2,163,26,532400
,"Block Group 3, Census Tract 5324, Wayne County, Michigan",3,163,26,532400
,"Block Group 1, Census Tract 5326, Wayne County, Michigan",1,163,26,532600
,"Block Group 2, Census Tract 5326, Wayne County, Michigan",2,163,26,532600
,"Block Group 3, Census Tract 5326, Wayne County, Michigan",3,163,26,532600
,"Block Group 1, Census Tract 5327, Wayne County, Michigan",1,163,26,532700
,"Block Group 2, Census Tract 5327, Wayne County, Michigan",2,163,26,532700
,"Block Group 1, Census Tract 5330, Wayne County, Michigan",1,163,26,533000
,"Block Group 2, Census Tract 5330, Wayne County, Michigan",2,163,26,533000
,"Block Group 1, Census Tract 5331, Wayne County, Michigan",1,163,26,533100
,"Block Group 2, Census Tract 5331, Wayne County, Michigan",2,163,26,533100
,"Block Group 3, Census Tract 5331, Wayne County, Michigan",3,163,26,533100
,"Block Group 1, Census Tract 5332, Wayne County, Michigan",1,163,26,533200
,"Block Group 2, Census Tract 5332, Wayne County, Michigan",2,163,26,533200
,"Block Group 3, Census Tract 5332, Wayne County, Michigan",3,163,26,533200
,"Block Group 1, Census Tract 5333, Wayne County, Michigan",1,163,26,533300
,"Block Group 2, Census Tract 5333, Wayne County, Michigan",2,163,26,533300
,"Block Group 1, Census Tract 5334, Wayne County, Michigan",1,163,26,533400
,"Block Group 2, Census Tract 5334, Wayne County, Michigan",2,163,26,533400
,"Block Group 3, Census Tract 5334, Wayne County, Michigan",3,163,26,533400
,"Block Group 4, Census Tract 5334, Wayne County, Michigan",4,163,26,533400
,"Block Group 5, Census Tract 5334, Wayne County, Michigan",5,163,26,533400
,"Block Group 1, Census Tract 5335, Wayne County, Michigan",1,163,26,533500
,"Block Group 2, Census Tract 5335, Wayne County, Michigan",2,163,26,533500
,"Block Group 1, Census Tract 5336, Wayne County, Michigan",1,163,26,533600
,"Block Group 2, Census Tract 5336, Wayne County, Michigan",2,163,26,533600
,"Block Group 3, Census Tract 5336, Wayne County, Michigan",3,163,26,533600
,"Block Group 1, Census Tract 5337, Wayne County, Michigan",1,163,26,533700
,"Block Group 2, Census Tract 5337, Wayne County, Michigan",2,163,26,533700
,"Block Group 1, Census Tract 5339, Wayne County, Michigan",1,163,26,533900
,"Block Group 2, Census Tract 5339, Wayne County, Michigan",2,163,26,533900
,"Block Group 3, Census Tract 5339, Wayne County, Michigan",3,163,26,533900
,"Block Group 1, Census Tract 5341, Wayne County, Michigan",1,163,26,534100
,"Block Group 2, Census Tract 5341, Wayne County, Michigan",2,163,26,534100
,"Block Group 3, Census Tract 5341, Wayne County, Michigan",3,163,26,534100
,"Block Group 1, Census Tract 5342, Wayne County, Michigan",1,163,26,534200
,"Block Group 2, Census Tract 5342, Wayne County, Michigan",2,163,26,534200
,"Block Group 3, Census Tract 5342, Wayne County, Michigan",3,163,26,534200
,"Block Group 4, Census Tract 5342, Wayne County, Michigan",4,163,26,534200
,"Block Group 5, Census Tract 5342, Wayne County, Michigan",5,163,26,534200
,"Block Group 1, Census Tract 5343, Wayne County, Michigan",1,163,26,534300
,"Block Group 2, Census Tract 5343, Wayne County, Michigan",2,163,26,534300
,"Block Group 1, Census Tract 5344, Wayne County, Michigan",1,163,26,534400
,"Block Group 2, Census Tract 5344, Wayne County, Michigan",2,163,26,534400
,"Block Group 1, Census Tract 5345, Wayne County, Michigan",1,163,26,534500
,"Block Group 2, Census Tract 5345, Wayne County, Michigan",2,163,26,534500
,"Block Group 1, Census Tract 5346, Wayne County, Michigan",1,163,26,534600
,"Block Group 2, Census Tract 5346, Wayne County, Michigan",2,163,26,534600
,"Block Group 3, Census Tract 5346, Wayne County, Michigan",3,163,26,534600
,"Block Group 1, Census Tract 5347, Wayne County, Michigan",1,163,26,534700
,"Block Group 2, Census Tract 5347, Wayne County, Michigan",2,163,26,534700
,"Block Group 3, Census Tract 5347, Wayne County, Michigan",3,163,26,534700
,"Block Group 4, Census Tract 5347, Wayne County, Michigan",4,163,26,534700
,"Block Group 1, Census Tract 5350, Wayne County, Michigan",1,163,26,535000
,"Block Group 2, Census Tract 5350, Wayne County, Michigan",2,163,26,535000
,"Block Group 3, Census Tract 5350, Wayne County, Michigan",3,163,26,535000
,"Block Group 1, Census Tract 5351, Wayne County, Michigan",1,163,26,535100
,"Block Group 2, Census Tract 5351, Wayne County, Michigan",2,163,26,535100
,"Block Group 1, Census Tract 5352, Wayne County, Michigan",1,163,26,535200
,"Block Group 2, Census Tract 5352, Wayne County, Michigan",2,163,26,535200
,"Block Group 3, Census Tract 5352, Wayne County, Michigan",3,163,26,535200
,"Block Group 4, Census Tract 5352, Wayne County, Michigan",4,163,26,535200
,"Block Group 1, Census Tract 5353, Wayne County, Michigan",1,163,26,535300
,"Block Group 2, Census Tract 5353, Wayne County, Michigan",2,163,26,535300
,"Block Group 3, Census Tract 5353, Wayne County, Michigan",3,163,26,535300
,"Block Group 4, Census Tract 5353, Wayne County, Michigan",4,163,26,535300
,"Block Group 5, Census Tract 5353, Wayne County, Michigan",5,163,26,535300
,"Block Group 1, Census Tract 5354, Wayne County, Michigan",1,163,26,535400
,"Block Group 2, Census Tract 5354, Wayne County, Michigan",2,163,26,535400
,"Block Group 1, Census Tract 5355, Wayne County, Michigan",1,163,26,535500
,"Block Group 2, Census Tract 5355, Wayne County, Michigan",2,163,26,535500
,"Block Group 3, Census Tract 5355, Wayne County, Michigan",3,163,26,535500
,"Block Group 1, Census Tract 5356, Wayne County, Michigan",1,163,26,535600
,"Block Group 2, Census Tract 5356, Wayne County, Michigan",2,163,26,535600
,"Block Group 3, Census Tract 5356, Wayne County, Michigan",3,163,26,535600
,"Block Group 4, Census Tract 5356, Wayne County, Michigan",4,163,26,535600
,"Block Group 1, Census Tract 5357, Wayne County, Michigan",1,163,26,535700
,"Block Group 2, Census Tract 5357, Wayne County, Michigan",2,163,26,535700
,"Block Group 1, Census Tract 5361, Wayne County, Michigan",1,163,26,536100
,"Block Group 2, Census Tract 5361, Wayne County, Michigan",2,163,26,536100
,"Block Group 3, Census Tract 5361, Wayne County, Michigan",3,163,26,536100
,"Block Group 4, Census Tract 5361, Wayne County, Michigan",4,163,26,536100
,"Block Group 1, Census Tract 5362, Wayne County, Michigan",1,163,26,536200
,"Block Group 2, Census Tract 5362, Wayne County, Michigan",2,163,26,536200
,"Block Group 1, Census Tract 5363, Wayne County, Michigan",1,163,26,536300
,"Block Group 2, Census Tract 5363, Wayne County, Michigan",2,163,26,536300
,"Block Group 3, Census Tract 5363, Wayne County, Michigan",3,163,26,536300
,"Block Group 4, Census Tract 5363, Wayne County, Michigan",4,163,26,536300
,"Block Group 5, Census Tract 5363, Wayne County, Michigan",5,163,26,536300
,"Block Group 6, Census Tract 5363, Wayne County, Michigan",6,163,26,536300
,"Block Group 1, Census Tract 5364, Wayne County, Michigan",1,163,26,536400
,"Block Group 2, Census Tract 5364, Wayne County, Michigan",2,163,26,536400
,"Block Group 3, Census Tract 5364, Wayne County, Michigan",3,163,26,536400
,"Block Group 4, Census Tract 5364, Wayne County, Michigan",4,163,26,536400
,"Block Group 1, Census Tract 5365, Wayne County, Michigan",1,163,26,536500
,"Block Group 2, Census Tract 5365, Wayne County, Michigan",2,163,26,536500
,"Block Group 3, Census Tract 5365, Wayne County, Michigan",3,163,26,536500
,"Block Group 4, Census Tract 5365, Wayne County, Michigan",4,163,26,536500
,"Block Group 1, Census Tract 5366, Wayne County, Michigan",1,163,26,536600
,"Block Group 2, Census Tract 5366, Wayne County, Michigan",2,163,26,536600
,"Block Group 3, Census Tract 5366, Wayne County, Michigan",3,163,26,536600
,"Block Group 4, Census Tract 5366, Wayne County, Michigan",4,163,26,536600
,"Block Group 5, Census Tract 5366, Wayne County, Michigan",5,163,26,536600
,"Block Group 1, Census Tract 5367, Wayne County, Michigan",1,163,26,536700
,"Block Group 2, Census Tract 5367, Wayne County, Michigan",2,163,26,536700
,"Block Group 1, Census Tract 5368, Wayne County, Michigan",1,163,26,536800
,"Block Group 2, Census Tract 5368, Wayne County, Michigan",2,163,26,536800
,"Block Group 1, Census Tract 5369, Wayne County, Michigan",1,163,26,536900
,"Block Group 2, Census Tract 5369, Wayne County, Michigan",2,163,26,536900
,"Block Group 3, Census Tract 5369, Wayne County, Michigan",3,163,26,536900
,"Block Group 4, Census Tract 5369, Wayne County, Michigan",4,163,26,536900
,"Block Group 1, Census Tract 5370, Wayne County, Michigan",1,163,26,537000
,"Block Group 2, Census Tract 5370, Wayne County, Michigan",2,163,26,537000
,"Block Group 3, Census Tract 5370, Wayne County, Michigan",3,163,26,537000
,"Block Group 1, Census Tract 5371, Wayne County, Michigan",1,163,26,537100
,"Block Group 2, Census Tract 5371, Wayne County, Michigan",2,163,26,537100
,"Block Group 3, Census Tract 5371, Wayne County, Michigan",3,163,26,537100
,"Block Group 1, Census Tract 5372, Wayne County, Michigan",1,163,26,537200
,"Block Group 2, Census Tract 5372, Wayne County, Michigan",2,163,26,537200
,"Block Group 1, Census Tract 5373, Wayne County, Michigan",1,163,26,537300
,"Block Group 2, Census Tract 5373, Wayne County, Michigan",2,163,26,537300
,"Block Group 3, Census Tract 5373, Wayne County, Michigan",3,163,26,537300
,"Block Group 4, Census Tract 5373, Wayne County, Michigan",4,163,26,537300
,"Block Group 1, Census Tract 5375, Wayne County, Michigan",1,163,26,537500
,"Block Group 2, Census Tract 5375, Wayne County, Michigan",2,163,26,537500
,"Block Group 3, Census Tract 5375, Wayne County, Michigan",3,163,26,537500
,"Block Group 4, Census Tract 5375, Wayne County, Michigan",4,163,26,537500
,"Block Group 5, Census Tract 5375, Wayne County, Michigan",5,163,26,537500
,"Block Group 1, Census Tract 5376, Wayne County, Michigan",1,163,26,537600
,"Block Group 2, Census Tract 5376, Wayne County, Michigan",2,163,26,537600
,"Block Group 3, Census Tract 5376, Wayne County, Michigan",3,163,26,537600
,"Block Group 1, Census Tract 5377, Wayne County, Michigan",1,163,26,537700
,"Block Group 2, Census Tract 5377, Wayne County, Michigan",2,163,26,537700
,"Block Group 3, Census Tract 5377, Wayne County, Michigan",3,163,26,537700
,"Block Group 1, Census Tract 5378, Wayne County, Michigan",1,163,26,537800
,"Block Group 2, Census Tract 5378, Wayne County, Michigan",2,163,26,537800
,"Block Group 3, Census Tract 5378, Wayne County, Michigan",3,163,26,537800
,"Block Group 1, Census Tract 5381, Wayne County, Michigan",1,163,26,538100
,"Block Group 2, Census Tract 5381, Wayne County, Michigan",2,163,26,538100
,"Block Group 1, Census Tract 5382, Wayne County, Michigan",1,163,26,538200
,"Block Group 2, Census Tract 5382, Wayne County, Michigan",2,163,26,538200
,"Block Group 1, Census Tract 5383, Wayne County, Michigan",1,163,26,538300
,"Block Group 2, Census Tract 5383, Wayne County, Michigan",2,163,26,538300
,"Block Group 1, Census Tract 5384, Wayne County, Michigan",1,163,26,538400
,"Block Group 2, Census Tract 5384, Wayne County, Michigan",2,163,26,538400
,"Block Group 3, Census Tract 5384, Wayne County, Michigan",3,163,26,538400
,"Block Group 4, Census Tract 5384, Wayne County, Michigan",4,163,26,538400
,"Block Group 1, Census Tract 5385, Wayne County, Michigan",1,163,26,538500
,"Block Group 2, Census Tract 5385, Wayne County, Michigan",2,163,26,538500
,"Block Group 3, Census Tract 5385, Wayne County, Michigan",3,163,26,538500
,"Block Group 4, Census Tract 5385, Wayne County, Michigan",4,163,26,538500
,"Block Group 5, Census Tract 5385, Wayne County, Michigan",5,163,26,538500
,"Block Group 6, Census Tract 5385, Wayne County, Michigan",6,163,26,538500
,"Block Group 7, Census Tract 5385, Wayne County, Michigan",7,163,26,538500
,"Block Group 1, Census Tract 5386, Wayne County, Michigan",1,163,26,538600
,"Block Group 2, Census Tract 5386, Wayne County, Michigan",2,163,26,538600
,"Block Group 3, Census Tract 5386, Wayne County, Michigan",3,163,26,538600
,"Block Group 4, Census Tract 5386, Wayne County, Michigan",4,163,26,538600
,"Block Group 5, Census Tract 5386, Wayne County, Michigan",5,163,26,538600
,"Block Group 6, Census Tract 5386, Wayne County, Michigan",6,163,26,538600
,"Block Group 1, Census Tract 5387, Wayne County, Michigan",1,163,26,538700
,"Block Group 2, Census Tract 5387, Wayne County, Michigan",2,163,26,538700
,"Block Group 3, Census Tract 5387, Wayne County, Michigan",3,163,26,538700
,"Block Group 1, Census Tract 5388, Wayne County, Michigan",1,163,26,538800
,"Block Group 2, Census Tract 5388, Wayne County, Michigan",2,163,26,538800
,"Block Group 1, Census Tract 5389, Wayne County, Michigan",1,163,26,538900
,"Block Group 2, Census Tract 5389, Wayne County, Michigan",2,163,26,538900
,"Block Group 3, Census Tract 5389, Wayne County, Michigan",3,163,26,538900
,"Block Group 4, Census Tract 5389, Wayne County, Michigan",4,163,26,538900
,"Block Group 1, Census Tract 5390, Wayne County, Michigan",1,163,26,539000
,"Block Group 2, Census Tract 5390, Wayne County, Michigan",2,163,26,539000
,"Block Group 3, Census Tract 5390, Wayne County, Michigan",3,163,26,539000
,"Block Group 4, Census Tract 5390, Wayne County, Michigan",4,163,26,539000
,"Block Group 1, Census Tract 5391, Wayne County, Michigan",1,163,26,539100
,"Block Group 2, Census Tract 5391, Wayne County, Michigan",2,163,26,539100
,"Block Group 1, Census Tract 5392, Wayne County, Michigan",1,163,26,539200
,"Block Group 2, Census Tract 5392, Wayne County, Michigan",2,163,26,539200
,"Block Group 3, Census Tract 5392, Wayne County, Michigan",3,163,26,539200
,"Block Group 4, Census Tract 5392, Wayne County, Michigan",4,163,26,539200
,"Block Group 5, Census Tract 5392, Wayne County, Michigan",5,163,26,539200
,"Block Group 6, Census Tract 5392, Wayne County, Michigan",6,163,26,539200
,"Block Group 1, Census Tract 5393, Wayne County, Michigan",1,163,26,539300
,"Block Group 2, Census Tract 5393, Wayne County, Michigan",2,163,26,539300
,"Block Group 3, Census Tract 5393, Wayne County, Michigan",3,163,26,539300
,"Block Group 4, Census Tract 5393, Wayne County, Michigan",4,163,26,539300
,"Block Group 1, Census Tract 5394, Wayne County, Michigan",1,163,26,539400
,"Block Group 2, Census Tract 5394, Wayne County, Michigan",2,163,26,539400
,"Block Group 3, Census Tract 5394, Wayne County, Michigan",3,163,26,539400
,"Block Group 1, Census Tract 5395, Wayne County, Michigan",1,163,26,539500
,"Block Group 2, Census Tract 5395, Wayne County, Michigan",2,163,26,539500
,"Block Group 3, Census Tract 5395, Wayne County, Michigan",3,163,26,539500
,"Block Group 4, Census Tract 5395, Wayne County, Michigan",4,163,26,539500
,"Block Group 1, Census Tract 5396, Wayne County, Michigan",1,163,26,539600
,"Block Group 2, Census Tract 5396, Wayne County, Michigan",2,163,26,539600
,"Block Group 3, Census Tract 5396, Wayne County, Michigan",3,163,26,539600
,"Block Group 1, Census Tract 5397, Wayne County, Michigan",1,163,26,539700
,"Block Group 2, Census Tract 5397, Wayne County, Michigan",2,163,26,539700
,"Block Group 1, Census Tract 5401, Wayne County, Michigan",1,163,26,540100
,"Block Group 2, Census Tract 5401, Wayne County, Michigan",2,163,26,540100
,"Block Group 3, Census Tract 5401, Wayne County, Michigan",3,163,26,540100
,"Block Group 4, Census Tract 5401, Wayne County, Michigan",4,163,26,540100
,"Block Group 1, Census Tract 5402, Wayne County, Michigan",1,163,26,540200
,"Block Group 2, Census Tract 5402, Wayne County, Michigan",2,163,26,540200
,"Block Group 3, Census Tract 5402, Wayne County, Michigan",3,163,26,540200
,"Block Group 4, Census Tract 5402, Wayne County, Michigan",4,163,26,540200
,"Block Group 5, Census Tract 5402, Wayne County, Michigan",5,163,26,540200
,"Block Group 6, Census Tract 5402, Wayne County, Michigan",6,163,26,540200
,"Block Group 1, Census Tract 5403, Wayne County, Michigan",1,163,26,540300
,"Block Group 2, Census Tract 5403, Wayne County, Michigan",2,163,26,540300
,"Block Group 3, Census Tract 5403, Wayne County, Michigan",3,163,26,540300
,"Block Group 4, Census Tract 5403, Wayne County, Michigan",4,163,26,540300
,"Block Group 5, Census Tract 5403, Wayne County, Michigan",5,163,26,540300
,"Block Group 1, Census Tract 5404, Wayne County, Michigan",1,163,26,540400
,"Block Group 2, Census Tract 5404, Wayne County, Michigan",2,163,26,540400
,"Block Group 3, Census Tract 5404, Wayne County, Michigan",3,163,26,540400
,"Block Group 4, Census Tract 5404, Wayne County, Michigan",4,163,26,540400
,"Block Group 1, Census Tract 5405, Wayne County, Michigan",1,163,26,540500
,"Block Group 2, Census Tract 5405, Wayne County, Michigan",2,163,26,540500
,"Block Group 3, Census Tract 5405, Wayne County, Michigan",3,163,26,540500
,"Block Group 4, Census Tract 5405, Wayne County, Michigan",4,163,26,540500
,"Block Group 1, Census Tract 5406, Wayne County, Michigan",1,163,26,540600
,"Block Group 2, Census Tract 5406, Wayne County, Michigan",2,163,26,540600
,"Block Group 3, Census Tract 5406, Wayne County, Michigan",3,163,26,540600
,"Block Group 4, Census Tract 5406, Wayne County, Michigan",4,163,26,540600
,"Block Group 1, Census Tract 5407, Wayne County, Michigan",1,163,26,540700
,"Block Group 2, Census Tract 5407, Wayne County, Michigan",2,163,26,540700
,"Block Group 3, Census Tract 5407, Wayne County, Michigan",3,163,26,540700
,"Block Group 4, Census Tract 5407, Wayne County, Michigan",4,163,26,540700
,"Block Group 1, Census Tract 5408, Wayne County, Michigan",1,163,26,540800
,"Block Group 2, Census Tract 5408, Wayne County, Michigan",2,163,26,540800
,"Block Group 1, Census Tract 5409, Wayne County, Michigan",1,163,26,540900
,"Block Group 2, Census Tract 5409, Wayne County, Michigan",2,163,26,540900
,"Block Group 3, Census Tract 5409, Wayne County, Michigan",3,163,26,540900
,"Block Group 4, Census Tract 5409, Wayne County, Michigan",4,163,26,540900
,"Block Group 1, Census Tract 5410, Wayne County, Michigan",1,163,26,541000
,"Block Group 2, Census Tract 5410, Wayne County, Michigan",2,163,26,541000
,"Block Group 3, Census Tract 5410, Wayne County, Michigan",3,163,26,541000
,"Block Group 1, Census Tract 5411, Wayne County, Michigan",1,163,26,541100
,"Block Group 2, Census Tract 5411, Wayne County, Michigan",2,163,26,541100
,"Block Group 3, Census Tract 5411, Wayne County, Michigan",3,163,26,541100
,"Block Group 4, Census Tract 5411, Wayne County, Michigan",4,163,26,541100
,"Block Group 5, Census Tract 5411, Wayne County, Michigan",5,163,26,541100
,"Block Group 1, Census Tract 5412, Wayne County, Michigan",1,163,26,541200
,"Block Group 2, Census Tract 5412, Wayne County, Michigan",2,163,26,541200
